link,page,scraped_at,timestamp,title
https://www.kompas.com/tren/read/2020/10/12/203000965/studi--obat-sakit-maag-mampu-lawan-virus-corona-pada-hewan,1.0,2020-11-22 19:32:36.957692,"12/10/2020, 20:30 WIB",Studi: Obat Sakit Maag Mampu Lawan Virus Corona pada Hewan
https://www.kompas.com/tren/read/2020/10/12/200000865/deteksi-12-kasus-covid-19-infeksi-lokal-china-tes-9-juta-warga-dalam-5-hari,1.0,2020-11-22 19:32:37.005692,"12/10/2020, 20:00 WIB","Deteksi 12 Kasus Covid-19 Infeksi Lokal, China Tes 9 Juta Warga dalam 5 Hari"
https://www.kompas.com/tren/read/2020/10/12/195000265/update-subsidi-gaji-karyawan--12-4-juta-data-pekerja-diserahkan-ke-kemnaker,1.0,2020-11-22 19:32:37.051242,"12/10/2020, 19:50 WIB","Update Subsidi Gaji Karyawan: 12,4 Juta Data Pekerja Diserahkan ke Kemnaker"
https://www.kompas.com/tren/read/2020/10/12/193500065/mengenal-apa-itu-coronasomnia-selama-pandemi-dan-cara-mengatasinya,1.0,2020-11-22 19:32:37.094370,"12/10/2020, 19:35 WIB",Mengenal Apa Itu Coronasomnia Selama Pandemi dan Cara Mengatasinya
https://www.kompas.com/tren/read/2020/10/12/192000865/disahkan-tapi-naskah-final-uu-cipta-kerja-belum-ada-kok-bisa,1.0,2020-11-22 19:32:37.136253,"12/10/2020, 19:20 WIB","Disahkan, Tapi Naskah Final UU Cipta Kerja Belum Ada, Kok Bisa?"
https://www.kompas.com/tren/read/2020/10/12/190300065/ilmuwan-selidiki-dugaan-mutasi-virus-corona-di-cile,1.0,2020-11-22 19:32:37.181259,"12/10/2020, 19:03 WIB",Ilmuwan Selidiki Dugaan Mutasi Virus Corona di Cile
https://www.kompas.com/tren/read/2020/10/12/183000865/infografik--jenis-aktivitas-usaha-yang-dibuka-selama-psbb-transisi-jilid-2,1.0,2020-11-22 19:32:37.225541,"12/10/2020, 18:30 WIB",INFOGRAFIK: Jenis Aktivitas Usaha yang Dibuka Selama PSBB Transisi Jilid 2
https://www.kompas.com/tren/read/2020/10/12/180200865/5-negara-di-asia-dengan-kasus-aktif-covid-19-terbanyak-indonesia-nomor-3,1.0,2020-11-22 19:32:37.270181,"12/10/2020, 18:02 WIB","5 Negara di Asia dengan Kasus Aktif Covid-19 Terbanyak, Indonesia Nomor 3"
https://www.kompas.com/tren/read/2020/10/12/173504865/terkait-dugaan-hoaks-atas-uu-cipta-kerja,1.0,2020-11-22 19:32:37.317164,"12/10/2020, 17:35 WIB",Terkait Dugaan Hoaks atas UU Cipta Kerja...
https://www.kompas.com/tren/read/2020/10/12/171500865/viral-unggahan-parkir-motor-di-jalur-penyelamat-bagaimana-aturannya,1.0,2020-11-22 19:32:37.379542,"12/10/2020, 17:15 WIB","Viral Unggahan Parkir Motor di Jalur Penyelamat, Bagaimana Aturannya?"
