date,headline_link,headline_title,link,page,scraped_at,title
"Senin, 02 November 2020",,,https://www.kapanlagi.com/foto/berita-foto/korea/8-foto-perjalanan-karir-dan-fakta-mendiang-park-ji-sun-komedian-korea-yang-kerap-berinteraksi-dengan-idol.html,11.0,2020-11-22 21:41:41.411571,"8 Foto Perjalanan Karir dan Fakta Mendiang Park Ji Sun, Komedian Korea yang Kerap Berinteraksi dengan Idol"
"Senin, 02 November 2020",,,https://www.kapanlagi.com/showbiz/selebriti/diduga-menikah-dengan-brotoseno-tata-janeeta-dituding-jadi-pelakor-4b8e4e.html,11.0,2020-11-22 21:41:41.487073,"Diduga Menikah dengan Brotoseno, Tata Janeeta Dituding Jadi Pelakor"
"Senin, 02 November 2020",,,https://www.kapanlagi.com/korea/girl-grup-terbaru-sm-entertainment-aespa-akan-resmi-debut-tanggal-17-november-2020-e9d97c.html,11.0,2020-11-22 21:41:41.560232,"Girl Grup Terbaru SM Entertainment, aespa Akan Resmi Debut Tanggal 17 November 2020!"
"Senin, 02 November 2020",,,https://www.kapanlagi.com/korea/monsta-x-comeback-dengan-album-ketiga-bikin-monbebe-galau-bias-dalam-mv-love-killa-e73d79.html,12.0,2020-11-22 21:41:45.375273,"Monsta X Comeback dengan Album Ketiga, Bikin Monbebe Galau Bias Dalam MV 'Love Killa'"
"Minggu, 01 November 2020",,,https://www.kapanlagi.com/showbiz/selebriti/beratnya-hidup-vanessa-angel-selama-pandemi-kesulitan-ekonomi-terancam-dipenjara-lagi-be8fba.html,12.0,2020-11-22 21:41:45.431713,"Beratnya Hidup Vanessa Angel Selama Pandemi, Kesulitan Ekonomi - Terancam Dipenjara Lagi"
"Minggu, 01 November 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/10-foto-mesra-shandy-aulia-dan-suami-yang-jarang-tersorot-mandi-bareng-di-bawah-shower---dinner-romantis.html,12.0,2020-11-22 21:41:45.483861,"10 Foto Mesra Shandy Aulia dan Suami yang Jarang Tersorot, Mandi Bareng di Bawah Shower - Dinner Romantis"
"Minggu, 01 November 2020",,,https://www.kapanlagi.com/showbiz/selebriti/tokoh-cahaya-yang-diperankan-natasha-willona-meninggal-di-sinetron-anak-band-sctv-a3dde1.html,12.0,2020-11-22 21:41:45.541764,Tokoh Cahaya yang Diperankan Natasha Willona Meninggal di Sinetron Anak Band SCTV
"Sabtu, 31 Oktober 2020",,,https://musik.kapanlagi.com/berita/advokat-kondang-minola-sebayang-orbitkan-lima-penyanyi-dari-karo-40acd2.html,12.0,2020-11-22 21:41:45.596813,Advokat Kondang Minola Sebayang Orbitkan Lima Penyanyi dari Karo
"Sabtu, 31 Oktober 2020",,,https://musik.kapanlagi.com/berita/jebolan-dirumahajachallenge-cinta-wirawan-merilis-single-sakit-bila-dipendam-4c16b5.html,12.0,2020-11-22 21:41:45.656096,"Jebolan #DiRumahAjaChallenge, Cinta Wirawan Merilis Single 'Sakit Bila Dipendam'"
"Sabtu, 31 Oktober 2020",,,https://www.kapanlagi.com/showbiz/hollywood/sean-connery-aktor-pemeran-james-bond-meninggal-dunia-di-usia-90-tahun-da6064.html,12.0,2020-11-22 21:41:45.717830,Sean Connery Aktor Pemeran James Bond Meninggal Dunia di Usia 90 Tahun
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/dangdut/yuk-join-pecahkan-rekor-muri-bareng-bri-dengan-nyanyi-lagu-almarhum-didi-kempot-bareng-7bb1bd.html,12.0,2020-11-22 21:41:45.777163,[BREAKING NEWS] Yuk Join Pecahkan Rekor MURI Bareng BRI dengan Nyanyi Lagu Almarhum Didi Kempot Bareng!
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/detik-detik-persalinan-sabai-morscheck-istri-ringgo-agus-rahman-tetap-cantik-meski-tanpa-makeup.html,12.0,2020-11-22 21:41:45.840708,"Detik-Detik Persalinan Sabai Morscheck Istri Ringgo Agus Rahman, Tetap Cantik Meski Tanpa Makeup"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/hamil-4-bulan-baby-bump-zaskia-sungkar-mulai-terlihat-jelas-363e88.html,12.0,2020-11-22 21:41:45.901473,"Hamil 4 Bulan, Baby Bump Zaskia Sungkar Mulai Terlihat Jelas"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/disebut-jadi-sugar-baby-di-bali-shafa-harris-bandingkan-dirinya-dengan-jennifer-dunn-07d57c.html,12.0,2020-11-22 21:41:45.968708,"Disebut Jadi Sugar Baby di Bali, Shafa Harris Bandingkan Dirinya dengan Jennifer Dunn"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/korea/siap-siap-army-film-terbaru-bts-break-the-silence-the-movie-resmi-tayang-di-bioskop-indonesia-5-november-2020-ee0bd1.html,12.0,2020-11-22 21:41:46.037245,Siap-Siap ARMY! Film Terbaru BTS 'BREAK THE SILENCE: THE MOVIE' Resmi Tayang di Bioskop Indonesia 5 November 2020
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/korea/8-foto-giselle-aespa-dari-predebut-sampai-teaser-member-berdarah-korea-jepang-yang-punya-skill-rap-memukau.html,12.0,2020-11-22 21:41:46.100256,"8 Foto Giselle aespa Dari Predebut Sampai Teaser, Member Berdarah Korea-Jepang yang Punya Skill Rap Memukau!"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/10-foto-mesra-katty-butterfly-dan-aiman-ricky-banjir-dukungan---didoakan-segera-menikah-oleh-netizen.html,12.0,2020-11-22 21:41:46.169401,"10 Foto Mesra Katty Butterfly dan Aiman Ricky, Banjir Dukungan - Didoakan Segera Menikah oleh Netizen"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/korea/9-foto-ningning-aespa-dari-predebut-sampai-teaser-member-sm-rookies-yang-sudah-dinantikan-debutnya.html,12.0,2020-11-22 21:41:46.239186,"9 Foto Ningning aespa Dari Predebut Sampai Teaser, Member SM Rookies yang Sudah Dinantikan Debutnya!"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/sudah-jadi-mualaf-penampilan-terbaru-katty-butterfly-banjir-pujian-dari-netizen-4186c2.html,12.0,2020-11-22 21:41:46.316091,"Sudah Jadi Mualaf, Penampilan Terbaru Katty Butterfly Banjir Pujian dari Netizen"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/belum-ada-titik-terang-setelah-8-bulan-lamanya-karen-pooroe-pertanyakan-kelanjutan-kasus-meninggalnya-sang-buah-hati-d0a0ed.html,12.0,2020-11-22 21:41:46.390147,"Belum Ada Titik Terang Setelah 8 Bulan Lamanya, Karen Pooroe Pertanyakan Kelanjutan Kasus Meninggalnya Sang Buah Hati"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/korea/11-potret-perayaan-ulang-tahun-winwin-member-wayv-party-pakai-kostum-princess-disney.html,12.0,2020-11-22 21:41:46.463637,"11 Potret Perayaan Ulang Tahun Winwin, Member WayV Party Pakai Kostum Princess Disney"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/korea/ada-netizen-ngaku-sebagai-mantan-chanyeol-fans-bongkar-foto-foto-bukti-hanya-editan-dde17e.html,12.0,2020-11-22 21:41:46.533538,"Ada Netizen Ngaku Sebagai Mantan Chanyeol, Fans Bongkar Foto-Foto Bukti Hanya Editan"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/bantah-nikah-siri-dengan-venti-figianti-kiwil-jelaskan-ke-bandung-hanya-ada-urusan-bebek-d579a8.html,12.0,2020-11-22 21:41:46.606654,"Bantah Nikah Siri dengan Venti Figianti, Kiwil Jelaskan ke Bandung Hanya Ada Urusan Bebek"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/sabai-morscheck-istri-ringgo-agus-rahman-melahirkan-anak-kedua-selamat-56ad71.html,12.0,2020-11-22 21:41:46.681590,"Sabai Morscheck Istri Ringgo Agus Rahman Melahirkan Anak Kedua, Selamat!"
"Jum'at, 30 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/6-potret-prewedding-ivan-gunawan-dan-bella-aprilia-dapat-doa-terbaik-dari-ruben-onsu.html,12.0,2020-11-22 21:41:46.753441,"6 Potret Prewedding Ivan Gunawan dan Bella Aprilia, Dapat Doa Terbaik dari Ruben Onsu"
"Kamis, 29 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/ifan-seventeen-ngamuk-usai-heboh-tudingan-selingkuhi-dylan-sahara-ajak-selebgram-amrazing-ketemuan-76515c.html,12.0,2020-11-22 21:41:46.830522,"Ifan Seventeen Ngamuk Usai Heboh Tudingan Selingkuhi Dylan Sahara, Ajak Selebgram Amrazing Ketemuan"
"Kamis, 29 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/resmi-jadi-mualaf-intip-8-potret-dj-katty-butterfly-tampil-anggun-pakai-hijab---aura-cantik-makin-terpancar.html,12.0,2020-11-22 21:41:46.907048,"Resmi Jadi Mualaf, Intip 8 Potret DJ Katty Butterfly Tampil Anggun Pakai Hijab - Aura Cantik Makin Terpancar"
"Kamis, 29 Oktober 2020",,,https://www.kapanlagi.com/korea/lee-soo-man-bagikan-potret-aespa-terbaru-kenalkan-ningning-sebagai-member-ketiga-740ebf.html,12.0,2020-11-22 21:41:46.981514,"Lee Soo Man Bagikan Potret aespa, Terbaru Kenalkan Ningning Sebagai Member Ketiga"
"Kamis, 29 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/baim-wong-umumkan-paula-verhoeven-hamil-anak-kedua-selamat-6b85ac.html,13.0,2020-11-22 21:41:50.957774,"Baim Wong Umumkan Paula Verhoeven Hamil Anak Kedua, Selamat!"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/viral-pengakuan-selingkuhan-vokalis-seventeen-terjadi-sebelum-musibah-tsunami-tanjung-lesung-28dab8.html,13.0,2020-11-22 21:41:51.008081,"Viral Pengakuan Selingkuhan Vokalis Seventeen, Terjadi Sebelum Musibah Tsunami Tanjung Lesung"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/showbiz/hollywood/5-tahun-pacaran-blake-shelton-dan-gwen-stefani-akhirnya-resmi-tunangan-8709f9.html,13.0,2020-11-22 21:41:51.086523,"5 Tahun Pacaran, Blake Shelton dan Gwen Stefani Akhirnya Resmi Tunangan"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/makin-tajir-melintir-nikita-mirzani-belanja-tas-hermes-yang-harganya-lebih-dari-rp-1-miliar-9ce84e.html,13.0,2020-11-22 21:41:51.136923,"Makin Tajir Melintir, Nikita Mirzani Belanja Tas Hermes yang Harganya Lebih dari Rp 1 Miliar"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/potret-raffi-ahmad-beri-nagita-slavina-kado-anniversary-emas-batangan-seberat-6-kilo-harganya-mencapai-rp-6-miliar-a2375e.html,13.0,2020-11-22 21:41:51.190862,"Potret Raffi Ahmad Beri Nagita Slavina Kado Anniversary Emas Batangan Seberat 6 Kilo, Harganya Mencapai Rp 6 Miliar!"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/9-potret-mesra-kevin-aprilio-dan-vicy-melanie-jadi-pengantin-baru-bahagia-pamer-cincin---kecup-kening-bikin-baper.html,13.0,2020-11-22 21:41:51.249942,"9 Potret Mesra Kevin Aprilio dan Vicy Melanie Jadi Pengantin Baru, Bahagia Pamer Cincin - Kecup Kening Bikin Baper"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/8-foto-wendy-walters-calon-istri-reza-arap-yang-makin-cantik-dengan-rambut-panjang.html,13.0,2020-11-22 21:41:51.307218,"8 Foto Wendy Walters, Calon Istri Reza Arap yang Makin Cantik dengan Rambut Panjang"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/detik-detik-aurel-hermansyah-cemburu-lihat-sepatu-cewek-tuduh-atta-halilintar-selingkuh---loncat-turun-dari-mobil.html,13.0,2020-11-22 21:41:51.367350,"Detik-detik Aurel Hermansyah Cemburu Lihat Sepatu Cewek, Tuduh Atta Halilintar Selingkuh - Loncat Turun dari Mobil"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/9-potret-nikita-mirzani-pamer-perut-singset-meski-sudah-punya-3-anak-abs-nya-bikin-salfok.html,13.0,2020-11-22 21:41:51.427101,"9 Potret Nikita Mirzani Pamer Perut Singset Meski Sudah Punya 3 Anak, Abs-nya Bikin Salfok!"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/korea/sm-entertainment-perkenalkan-karina-member-kedua-aespa-idol-paket-lengkap-punya-bakat-dan-visual-luar-biasa-ff228c.html,13.0,2020-11-22 21:41:51.488899,"SM Entertainment Perkenalkan Karina Member Kedua 'aespa', Idol Paket Lengkap Punya Bakat dan Visual Luar Biasa!"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/resmi-nikahi-vicy-melanie-kevin-aprilio-pamer-foto-bulan-madu-di-atas-ranjang-6b1094.html,13.0,2020-11-22 21:41:51.549845,"Resmi Nikahi Vicy Melanie, Kevin Aprilio Pamer Foto Bulan Madu di Atas Ranjang"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/kecam-produk-prancis-arie-untung-buang-semua-barang-branded-dari-dior-sampai-givenchy-ke-lantai-e42248.html,13.0,2020-11-22 21:41:51.615322,"Kecam Produk Prancis, Arie Untung 'Buang' Semua Barang Branded dari Dior Sampai Givenchy ke Lantai"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/korea/10-foto-karina-aespa-dari-predebut-sampai-teaser-visualnya-memukau-bikin-netizen-langsung-jatuh-cinta.html,13.0,2020-11-22 21:41:51.679762,"10 Foto Karina aespa Dari Predebut Sampai Teaser, Visualnya Memukau Bikin Netizen Langsung Jatuh Cinta!"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/dilaporkan-karena-diskriminasi-anak-ayah-atta-halilintar-absen-datangi-panggilan-penyidik-karena-sakit-8f51e8.html,13.0,2020-11-22 21:41:51.743637,"Dilaporkan Karena Diskriminasi Anak, Ayah Atta Halilintar Absen Datangi Panggilan Penyidik Karena Sakit"
"Rabu, 28 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/disebut-netizen-anak-durhaka-cimoy-montok-malah-beli-rumah-baru-untuk-orangtuanya-dcd0b6.html,13.0,2020-11-22 21:41:51.810884,"Disebut Netizen Anak Durhaka, Cimoy Montok Malah Beli Rumah Baru untuk Orangtuanya"
"Rabu, 28 Oktober 2020",,,https://musik.kapanlagi.com/berita/tak-ada-jadwal-manggung-iman-j-rocks-luncurkan-karya-solo-di-tengah-pandemi-0b1bd0.html,13.0,2020-11-22 21:41:51.879284,"Tak Ada Jadwal Manggung, Iman J-Rocks Luncurkan Karya Solo di Tengah Pandemi"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/millendaru-blak-blakan-bongkar-sosok-gebetan-baru-di-depan-aurel-hermansyah-seorang-wanita-857925.html,13.0,2020-11-22 21:41:51.948800,"Millendaru Blak-blakan Ungkap Sosok Gebetan Baru di Depan Aurel Hermansyah, Seorang Wanita?"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/diberi-uang-anak-faisal-harris-iba-dan-ingin-beri-sarita-nafkah-sebagai-tanggung-jawab-mantan-24ef30.html,13.0,2020-11-22 21:41:52.020014,"Diberi Uang Anak, Faisal Harris Iba dan Ingin Beri Sarita Nafkah Sebagai Tanggung Jawab Mantan"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/internasional/10-artis-hollywood-dengan-tarif-endorsement-termahal-the-rock-capai-rp-148-miliar-per-postingan.html,13.0,2020-11-22 21:41:52.091717,"10 Artis Hollywood dengan Tarif Endorsement Termahal, The Rock Capai Rp 14,8 Miliar Per Postingan"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/10-potret-dan-fakta-venti-figianti-istri-kedua-kiwil-yang-baru-nggak-kalah-cantik-dari-meggy-wulandari.html,13.0,2020-11-22 21:41:52.178225,"10 Potret dan Fakta Venti Figianti Istri Kedua Kiwil yang Baru, Nggak Kalah Cantik dari Meggy Wulandari"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/korea/9-potret-kim-wooseok-up10tion-dan-eks-member-x1-ganteng-banget-bak-pangeran-bikin-fans-klepek-klepek.html,13.0,2020-11-22 21:41:52.250373,"9 Potret Kim Wooseok UP10TION dan eks Member X1, Ganteng Banget Bak Pangeran Bikin Fans Klepek-Klepek!"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/kabar-terbaru-diego-michiels-mantan-nikita-willy-pensiun-dari-sepak-bola-kini-punya-bisnis-batu-bara-a3b376.html,13.0,2020-11-22 21:41:52.326757,"Kabar Terbaru Diego Michiels Mantan Nikita Willy, Pensiun dari Sepak Bola - Kini Punya Bisnis Batu Bara"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/sering-berbuat-baik-paranormal-sebut-baim-wong-dan-paula-verhoeven-dikelilingi-dan-dilindungi-banyak-makhluk-gaib-92a969.html,13.0,2020-11-22 21:41:52.401529,"Sering Berbuat Baik, Paranormal Sebut Baim Wong dan Paula Verhoeven Dikelilingi dan Dilindungi Banyak Makhluk Gaib"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/showbiz/hollywood/umumkan-kehamilan-anak-pertama-emily-ratajkowski-pamer-baby-bump-yang-sudah-besar-1f7191.html,13.0,2020-11-22 21:41:52.474718,"Umumkan Kehamilan Anak Pertama, Emily Ratajkowski Pamer Baby Bump yang Sudah Besar"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/momen-pertemuan-istri-pertama-dan-kedua-kiwil-bahagia-dan-saling-menerima-334a41.html,13.0,2020-11-22 21:41:52.551969,"Momen Pertemuan Istri Pertama dan Kedua Kiwil, Bahagia dan Saling Menerima"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/korea/sm-entertainment-perkenalkan-winter-member-pertama-girl-grup-baru-aespa-punya-kemampuan-vokal-dan-dance-luar-biasa-56c853.html,14.0,2020-11-22 21:41:56.335909,"SM Entertainment Perkenalkan Winter Member Pertama Girl Grup Baru 'aespa', Punya Kemampuan Vokal dan Dance Luar Biasa!"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/internasional/weekly-hot-ig-rumor-kylie-jenner-balikan---foto-terbaru-bayi-gigi-hadid--zayn-malik.html,14.0,2020-11-22 21:41:56.400404,Weekly Hot IG: Rumor Kylie Jenner Balikan - Foto Terbaru Bayi Gigi Hadid & Zayn Malik
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/9-potret-kontrakan-dj-katty-butterfly-usai-bercerai-sederhana-dan-tak-banyak-barang---lagi-nabung-buat-beli-rumah.html,14.0,2020-11-22 21:41:56.464761,"9 Potret Kontrakan DJ Katty Butterfly Usai Bercerai, Sederhana dan Tak Banyak Barang - Lagi Nabung Buat Beli Rumah"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/pulang-ke-jakarta-titi-kamal-pamer-surat-tulisan-tangan-dari-putranya-a29a70.html,14.0,2020-11-22 21:41:56.528303,"Pulang ke Jakarta, Titi Kamal Pamer Surat Tulisan Tangan dari Putranya"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/korea/7-foto-winter-aespa-dari-predebut-sampai-teaser-cantiknya-bagaikan-peri-musim-dingin.html,14.0,2020-11-22 21:41:56.597268,"7 Foto Winter aespa Dari Predebut Sampai Teaser, Cantiknya Bagaikan Peri Musim Dingin!"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/cosplay-jadi-princess-jasmine-kekeyi-nyesel-gak-tuh-mutusin-aku-e199f7.html,14.0,2020-11-22 21:41:56.666559,"Cosplay Jadi Princess Jasmine, Kekeyi: Nyesel Gak Tuh Mutusin Aku?"
"Selasa, 27 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/shafa-harris-sudah-tiga-bulan-pindah-ke-bali-ngaku-tak-izin-sarita-abdul-mukti-hidup-dari-endorse-d3112c.html,14.0,2020-11-22 21:41:56.736749,"Shafa Harris Sudah Tiga Bulan Pindah ke Bali, Ngaku Tak Izin Sarita Abdul Mukti - Hidup Dari Endorse"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/penerawangan-barbie-kumalasari-tentang-pasangan-artis-r-dan-n-yang-akan-bercerai-916aab.html,14.0,2020-11-22 21:41:56.807455,Penerawangan Barbie Kumalasari Tentang Pasangan Artis R dan N yang Akan Bercerai
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/foto-kelahiran-anak-pertama-danny-rukmana-mantan-suami-lulu-tobing-cantik-banget.html,14.0,2020-11-22 21:41:56.876266,"FOTO Kelahiran Anak Pertama Danny Rukmana Mantan Suami Lulu Tobing, Cantik Banget!"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/rumah-tangga-bermasalah-paranormal-sebut-faisal-haris-berpikir-ulang-soal-pernikahan-dengan-jennifer-dunn-21e476.html,14.0,2020-11-22 21:41:56.947851,"Rumah Tangga Bermasalah, Paranormal Sebut Faisal Haris Berpikir Ulang Soal Pernikahan dengan Jennifer Dunn"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/sering-umbar-kemesraan-paranormal-sebut-pernikahan-jennifer-dunn-dan-faisal-haris-lagi-bermasalah-9dd878.html,14.0,2020-11-22 21:41:57.021464,"Sering Umbar Kemesraan, Paranormal Sebut Pernikahan Jennifer Dunn dan Faisal Haris Lagi Bermasalah"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/korea/6-potret-trainee-sm-entertainment-yang-digadang-bakal-jadi-member-aespa-semuanya-cantik-dan-berbakat.html,14.0,2020-11-22 21:41:57.090890,"6 Potret Trainee SM Entertainment yang Digadang Bakal Jadi Member AESPA, Semuanya Cantik dan Berbakat"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/8-potret-trio-cucu-almarhum-gus-dur-dari-yenny-wahid-yang-imut-dan-jarang-disorot.html,14.0,2020-11-22 21:41:57.167341,8 Potret Trio Cucu Almarhum Gus Dur dari Yenny Wahid yang Imut dan Jarang Disorot!
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/cimoy-montok-pamer-selfie-jadul-sebelum-glow-up-netizen-pada-kaget-a3bc36.html,14.0,2020-11-22 21:41:57.242370,"Cimoy Montok Pamer Selfie Jadul Sebelum Glow-Up, Netizen Pada Kaget"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/korea/comeback-ini-10-scene-mv-i-cant-stop-me-para-member-twice-pamerkan-visual-cantik-dan-glowing.html,14.0,2020-11-22 21:41:57.316697,"Comeback, Ini 10 Scene MV 'I Can't Stop Me' Para Member TWICE Pamerkan Visual Cantik dan Glowing!"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/anya-geraldine-nekat-pakai-baju-transparan-di-photoshoot-terbaru-netizen-kamu-ini-berdosa-banget-16c50a.html,14.0,2020-11-22 21:41:57.386697,"Anya Geraldine Nekat Pakai Baju Transparan di Photoshoot Terbaru, Netizen: Kamu Ini Berdosa Banget!"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/9-potret-atta-halilintar-ajak-aurel-hermansyah-kencan-di-pinggir-jalan-awalnya-bete-salah-kostum---girang-dibelikan-kue-putu.html,14.0,2020-11-22 21:41:57.471355,"9 Potret Atta Halilintar Ajak Aurel Hermansyah Kencan di Pinggir Jalan, Awalnya Bete Salah Kostum - Girang Dibelikan Kue Putu"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/jessica-iskandar-hingga-rizki-da-bakal-buka-bukaan-tentang-kisah-cintanya-di-silet-awards-2020-679c52.html,14.0,2020-11-22 21:41:57.551501,Jessica Iskandar Hingga Rizki DA Bakal Buka-bukaan Tentang Kisah Cintanya di Silet Awards 2020
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/korea/6-fakta-menarik-momo-twice-k-pop-idol-cantik-asal-jepang-yang-punya-bakat-menari-luar-biasa.html,14.0,2020-11-22 21:41:57.632442,"6 Fakta Menarik Momo TWICE, K-Pop Idol Cantik Asal Jepang yang Punya Bakat Menari Luar Biasa!"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/didoakan-segera-berjodoh-sama-ririn-ekawati-ini-jawaban-ibnu-jamil-d2d5d9.html,14.0,2020-11-22 21:41:57.714308,"Didoakan Segera Berjodoh Sama Ririn Ekawati, Ini Jawaban Ibnu Jamil"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/9-potret-dapur-canggih-di-rumah-nikita-willy-dan-indra-priawan-harga-kitchen-set-lebih-dari-rp-1-miliar.html,14.0,2020-11-22 21:41:57.793876,"9 Potret Dapur Canggih di Rumah Nikita Willy dan Indra Priawan, Harga Kitchen Set Lebih dari Rp 1 Miliar"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/gara-gara-postingan-ini-ibnu-jamil-dan-ririn-ekawati-diduga-diam-diam-sudah-pacaran-0d93c7.html,14.0,2020-11-22 21:41:57.877044,"Gara-Gara Postingan Ini, Ibnu Jamil dan Ririn Ekawati Diduga Diam-Diam Sudah Pacaran"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/detail-acara-pernikahan-kevin-aprilio--vicy-melanie-mewah-serba-putih---sungkeman-yang-penuh-haru.html,14.0,2020-11-22 21:41:57.959341,"Detail Acara Pernikahan Kevin Aprilio & Vicy Melanie, Mewah Serba Putih - Sungkeman yang Penuh Haru"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/showbiz/selebriti/tak-dikabari-soal-pernikahan-aurel-hermansyah-krisdayanti-mengaku-tak-kenal-atta-halilintar-7eabbf.html,14.0,2020-11-22 21:41:58.044580,"Tak Dikabari Soal Pernikahan Aurel Hermansyah, Krisdayanti Mengaku Tak Kenal Atta Halilintar"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/korea/aespa-sm-entertainment-akan-debutkan-girl-grup-baru-bulan-november-arti-namanya-apa-sih-cbab0c.html,14.0,2020-11-22 21:41:58.131226,"'AESPA' SM Entertainment Akan Debutkan Girl Grup Baru Bulan November, Arti Namanya Apa Sih?"
"Senin, 26 Oktober 2020",,,https://www.kapanlagi.com/foto/berita-foto/indonesia/cantiknya-penampilan-vicy-melanie-di-hari-pernikahan-jadi-pengantin-sunda-sampai-bikin-pangling.html,15.0,2020-11-22 21:42:02.003546,"Cantiknya Penampilan Vicy Melanie di Hari Pernikahan, Jadi Pengantin Sunda Sampai Bikin Pangling!"
