category,link,page,summary,timestamp,title,type
HOT,https://hot.liputan6.com/read/4404878/10-cara-membuat-siomay-lezat-lengkap-dengan-bumbu-kacangnya,11.0,Siomay jadi hidangan favorit banyak orang.,2020-11-10T18:15:14+07:00,"10 Cara Membuat Siomay Lezat, Lengkap dengan Bumbu Kacangnya",bulan-ini
LIFESTYLE,https://www.liputan6.com/lifestyle/read/4389352/teroboson-skincare-wardah-berbahan-mawar-yang-menghidrasi-kulit-wajah,11.0,"Seperti tajuknya, produk Wardah Hydra Rose terbuat dari avalanche rose oil dan 72 hour hydrating active yang dapat melembapkan kulit.",2020-10-23T12:02:00+07:00,Teroboson Skincare Wardah Berbahan Mawar yang Menghidrasi Kulit Wajah,bulan-ini
HOT,https://hot.liputan6.com/read/4394984/nyaris-mati-pria-ini-bawa-ikan-cupang-peliharaannya-ke-igd,12.0,"Tak mau kehilangan peliharaannya, pria ini bawa ikan cupang ke IGD.",2020-10-29T16:00:35+07:00,"Nyaris Mati, Pria Ini Bawa Ikan Cupang Peliharaannya ke IGD",bulan-ini
NARSIS,https://www.liputan6.com/otomotif/read/4395803/antisipasi-banjir-mobil-ini-dibungkus-terpal,12.0,"Memasuki musim hujan, sejumlah wilayah sering kali dilanda musibah banjir. Akibatnya, tidak hanya rumah yang terendam, barang berharga bahkan termasuk kendaraan kerap menjadi korban.",2020-10-30T20:02:07+07:00,"Antisipasi Banjir, Mobil Ini Dibungkus Terpal",bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4414394/selamat-denny-sumargo-resmi-menikahi-olivia,12.0,Denny Sumargo resmi menjadi suami dari Olivia.,2020-11-21T17:00:32+07:00,"Selamat, Denny Sumargo Resmi Menikahi Olivia",bulan-ini
SHOWBIZ,https://www.liputan6.com/showbiz/read/4396434/puncak-fimela-fest-2020-diramaikan-meet-and-greet-anak-band-sampai-talkshow-najwa-shihab,12.0,"Pada puncak Fimela Fest 2020 ini, meet and greet dengan bintang sinetron Anak Band bakal memanjakan para pecinta sinetron SCTV.",2020-10-31T12:20:30+07:00,Puncak Fimela Fest 2020 Diramaikan Meet and Greet Anak Band Sampai Talkshow Najwa Shihab,bulan-ini
HOT,https://hot.liputan6.com/read/4408039/arti-barakallah-fii-umrik-dan-contoh-ucapan-ulang-tahun-yang-islami,12.0,Penjelasan arti barakallah fii umrik beserta contoh penggunaannya.,2020-11-13T22:00:06+07:00,Arti Barakallah Fii Umrik dan Contoh Ucapan Ulang Tahun yang Islami,bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4403022/gisel-klarifikasi-video-syur-mirip-dirinya-enggak-mungkinlah-ngapa-ngapain-di-kamarku,12.0,Gisel bicara lagi soal video syur mirip dirinya.,2020-11-08T14:30:00+07:00,Gisel Klarifikasi Video Syur Mirip Dirinya: Enggak Mungkinlah Ngapa-ngapain di Kamarku,bulan-ini
HOT,https://hot.liputan6.com/read/4394861/5-komplikasi-ambeien-yang-harus-diwaspadai-simak-cara-mencegah-dan-mengatasinya,12.0,"Komplikasi ambeien umumnya disebabkan benjolan yang mengalami perdarahan, terjepit, dan terinfeksi.",2020-10-29T11:40:44+07:00,"5 Komplikasi Ambeien yang Harus Diwaspadai, Simak Cara Mencegah dan Mengatasinya",bulan-ini
HOT,https://hot.liputan6.com/read/4413736/50-kata-bijak-motivasi-hidup-singkat-sebagai-penyemangat-untuk-bangkit,12.0,Kata bijak motivasi hidup mengajarkan kamu untuk kembali bersemangat dan pantang menyerah.,2020-11-20T18:06:53+07:00,50 Kata Bijak Motivasi Hidup Singkat Sebagai Penyemangat untuk Bangkit,bulan-ini
HOT,https://hot.liputan6.com/read/4390459/perbedaan-arti-subhanallah-dan-masyaallah-dzikir-yang-banyak-datangkan-pahala,12.0,Meski sering disandingkan namun subhanallah dan masyaallah memiliki arti yang berbeda.,2020-10-23T19:40:25+07:00,"Perbedaan Arti Subhanallah dan MasyaAllah, Dzikir yang Banyak Datangkan Pahala",bulan-ini
RAJUT,https://www.liputan6.com/news/read/4409973/headline-kerumunan-di-acara-rizieq-shihab-berujung-denda-rp-50-juta-cukup-sebagai-efek-jera,12.0,"Denda itu membuat efek jera bagi yang tak mampu bayar. Bagi yang mampu bayar denda ya bayar saja, selesai masalahnya.",2020-11-17T00:02:08+07:00,"HEADLINE: Kerumunan di Acara Rizieq Shihab Berujung Denda Rp 50 Juta, Cukup Sebagai Efek J...",bulan-ini
HOT,https://hot.liputan6.com/read/4395359/6-potret-rumah-taqy-malik-dominasi-oranye-dan-berdesain-minimalis,12.0,Taqy Malik punya hunian yang nyaman dan bergaya minimalis.,2020-10-30T08:10:24+07:00,"6 Potret Rumah Taqy Malik, Dominasi Oranye dan Berdesain Minimalis",bulan-ini
TEKNO,https://www.liputan6.com/tekno/read/4398694/video-memerangi-virus-corona-dengan-robot-sinar-ultra-violet,12.0,"Menjaga sanitasi ruang publik menjadi sangat penting di masa pandemi agar warga bisa beraktivitas dengan aman. Untuk itu, robot dengan sinar ultra-violet bisa dimanfaatkan membantu melakukan disinfeksi berbagai jenis ruangan secara efektif. Berikut laporan Helmi Jo",2020-11-03T15:30:00+07:00,VIDEO: Memerangi Virus Corona dengan Robot Sinar Ultra-Violet,bulan-ini
BLINK-BLINK,https://www.liputan6.com/showbiz/read/4396623/7-potret-revalina-s-temat-di-rumahnya-yang-luas-besar-dan-nyaman,12.0,"Setelah menikah, Revalina S Temat rupanya memilih untuk menyibukkan diri bersama keluarganya.",2020-10-31T22:30:00+07:00,"7 Potret Revalina S Temat di Rumahnya yang Luas, Besar dan Nyaman",bulan-ini
LIGA INGGRIS,https://www.liputan6.com/bola/read/4403675/mu-terancam-ditinggal-pemainnya-gratis-januari-2021,12.0,Salah satu pemain MU bisa pergi dengan gratis di Januari 2021.,2020-11-09T14:00:41+07:00,MU Terancam Ditinggal Pemainnya Gratis Januari 2021,bulan-ini
HOT,https://hot.liputan6.com/read/4390283/6-desain-rumah-2-lantai-ini-tak-biasa-nyeleneh-banget,12.0,Desain rumah 2 lantai ini bikin geleng kepala.,2020-10-23T17:45:58+07:00,"6 Desain Rumah 2 Lantai Ini Tak Biasa, Nyeleneh Banget",bulan-ini
TEKNO,https://www.liputan6.com/tekno/read/4412549/video-fleets-fitur-baru-twitter-seperti-stories-di-instagram,12.0,"Twitter meluncurkan fitur baru yang diberi nama Fleets. Fitur ini mirip dengan fitur Stories di Instagram, dimana pengguna dapat mengunggah konten yang otomatis hilang 24 jam ke depan.",2020-11-19T15:00:00+07:00,"VIDEO: Fleets, Fitur Baru Twitter Seperti Stories di Instagram",bulan-ini
NEWS,https://www.liputan6.com/news/read/4389727/vaksinasi-momentum-indonesia-bangkit-dari-pandemi-covid-19,12.0,Pemerintah Indonesia melalui Kementerian Kesehatan akan melakukan penyuntikan pertama vaksin Covid-19 pada akhir tahun ini.,2020-10-23T13:45:28+07:00,"Vaksinasi, Momentum Indonesia Bangkit dari Pandemi Covid-19",bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4409000/ivan-gunawan-pamer-foto-kocak-deddy-corbuzier-berambut-pirang,12.0,"Rupanya, 'perang' antara Deddy Corbuzier dan Ivan Gunawan tak sampai di iklan billboard.",2020-11-17T12:00:00+07:00,Ivan Gunawan Pamer Foto Kocak Deddy Corbuzier Berambut Pirang,bulan-ini
SHOWBIZ,https://www.liputan6.com/showbiz/read/4410043/link-live-streaming-indosiar-konser-pop-academy-top-20-group-4-senin-16-november-2020,12.0,Saksikan Pop Academy mulai pukul 21.00 WIB.,2020-11-16T20:45:25+07:00,"Link Live Streaming Indosiar Konser Pop Academy Top 20 Group 4, Senin 16 November 2020",bulan-ini
FILM,https://www.liputan6.com/showbiz/read/4395103/mathias-muchus-lupa-jalan-pulang-ke-rumah-saking-bahagia-mimpinya-jadi-kenyataan,12.0,"Mimpi Mathias Muchus agar serial legendaris televisi difilmkan terkabul. Saking bahagia, ia sampai nyasar saat hendak pulang ke rumahnya sendiri.",2020-10-30T07:30:00+07:00,"Mathias Muchus Lupa Jalan Pulang ke Rumah, Saking Bahagia Mimpinya Jadi Kenyataan",bulan-ini
PERISTIWA,https://www.liputan6.com/news/read/4403620/5-pernyataan-gisel-usai-video-syur-mirip-dirinya-beredar,13.0,Nama Gisel bahkan sampai jadi trending topic di Twitter. Tak sedikit warganet yang meyakini wanita dalam video panas itu adalah Gisel.,2020-11-09T12:30:16+07:00,5 Pernyataan Gisel Usai Video Syur Mirip Dirinya Beredar,bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4409000/ivan-gunawan-pamer-foto-kocak-deddy-corbuzier-berambut-pirang,13.0,"Rupanya, 'perang' antara Deddy Corbuzier dan Ivan Gunawan tak sampai di iklan billboard.",2020-11-17T12:00:00+07:00,Ivan Gunawan Pamer Foto Kocak Deddy Corbuzier Berambut Pirang,bulan-ini
SHOWBIZ,https://www.liputan6.com/showbiz/read/4410043/link-live-streaming-indosiar-konser-pop-academy-top-20-group-4-senin-16-november-2020,13.0,Saksikan Pop Academy mulai pukul 21.00 WIB.,2020-11-16T20:45:25+07:00,"Link Live Streaming Indosiar Konser Pop Academy Top 20 Group 4, Senin 16 November 2020",bulan-ini
MUSIK,https://www.liputan6.com/showbiz/read/4392872/lirik-lagu-lelaki-buaya-darat-diduga-untuk-ahmad-dhani-maia-estianty-tiba-tiba-aku-amnesia,13.0,"Setelah 14 tahun berlalu, lagu ""Lelaki Buaya Darat"" karya Maia Estianty dibahas lagi. Dul Jaelani menyebut lirik lagu itu buat Ahmad Dhani.",2020-10-27T11:30:00+07:00,"Lirik Lagu Lelaki Buaya Darat Diduga untuk Ahmad Dhani, Maia Estianty: Tiba-Tiba Aku Amnes...",bulan-ini
HOT,https://hot.liputan6.com/read/4399686/50-kata-motivasi-sukses-singkat-bikin-lebih-semangat-menjalani-hidup,13.0,Kumpulan kata motivasi sukses singkat dari para tokoh yang bisa bikin semangat.,2020-11-04T14:10:46+07:00,"50 Kata Motivasi Sukses Singkat, Bikin Lebih Semangat Menjalani Hidup",bulan-ini
NEWS,https://www.liputan6.com/news/read/4389727/vaksinasi-momentum-indonesia-bangkit-dari-pandemi-covid-19,13.0,Pemerintah Indonesia melalui Kementerian Kesehatan akan melakukan penyuntikan pertama vaksin Covid-19 pada akhir tahun ini.,2020-10-23T13:45:28+07:00,"Vaksinasi, Momentum Indonesia Bangkit dari Pandemi Covid-19",bulan-ini
PERISTIWA,https://www.liputan6.com/news/read/4401116/gunung-merapi-siaga-gubernur-jateng-minta-warga-tidak-panik,13.0,Gubernur Jawa Tengah Ganjar Pranowo meminta warga tidak panik dengan kenaikan status aktivitas Gunung Merapi dari Waspada (Level II) ke Siaga (Level III) berdasarkan evaluasi data pemantauan.,2020-11-05T21:11:19+07:00,"Gunung Merapi Siaga, Gubernur Jateng Minta Warga Tidak Panik",bulan-ini
TEKNO,https://www.liputan6.com/tekno/read/4396917/video-terhadang-di-luar-negeri-huawei-bakal-tersalip-samsung-atau-apple,13.0,"Pelemahan penjualan ponsel selama pandemi membuat Huawei merealisasi ambisinya menjadi produsen ponsel terbesar dunia, dengan mengandalkan pasar domestik Tiongkok. Tapi analis meragukan berapa lama lagi Huawei bisa bertahan di posisi teratas, apalagi setelah sanksi",2020-11-02T12:00:00+07:00,"VIDEO: Terhadang di Luar Negeri, Huawei Bakal Tersalip Samsung atau Apple",bulan-ini
PERISTIWA,https://www.liputan6.com/news/read/4399104/bmkg-selasa-3-november-2020-3-kali-gempa-getarkan-indonesia,13.0,"Gempa pertama terjadi di wilayah Kabupaten Seram Bagian Timur, Maluku pada pukul 01:02:00 WIB.",2020-11-03T19:27:15+07:00,"BMKG: Selasa 3 November 2020, 3 Kali Gempa Getarkan Indonesia",bulan-ini
NARSIS,https://www.liputan6.com/otomotif/read/4390807/boncengan-bertiga-naik-motor-mini-bocah-nangis-saat-disetop-polisi,13.0,Berkendara di jalan raya harus mengikuti sejumlah peraturan yang sudah ditetapkan. Tentu saja peraturan tersebut bertujuan untuk menjaga keselamatan para pengguna jalan.,2020-10-24T18:10:31+07:00,"Boncengan Bertiga Naik Motor Mini, Bocah Nangis saat Disetop Polisi",bulan-ini
K-POP,https://www.liputan6.com/showbiz/read/4401974/suga-bts-jalani-operasi-bahu-agensi-sulit-untuk-ikut-comeback,13.0,"Suga BTS telah lama mengalami cedera di bahu kiri. Namun belakangan rasa sakit yang mendadak datang, kian sering muncul.",2020-11-06T20:00:00+07:00,"Suga BTS Jalani Operasi Bahu, Agensi: Sulit untuk Ikut Comeback",bulan-ini
MUSIK,https://www.liputan6.com/showbiz/read/4390776/video-miley-cyrus-rilis-album-baru-pada-27-november,13.0,Solois Miley Cyrus membagikan kabar baik perilisan album barunya yang akan dilakukan pada 27 November 2020. Album tersebut bakal berjudul 'Plastic Hearts'.,2020-10-24T17:00:00+07:00,VIDEO: Miley Cyrus Rilis Album Baru pada 27 November,bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4411932/7-potret-rumah-artis-ririn-dwi-ariyanti-dan-aldi-bragi-yang-bernuansa-cerah,13.0,Tempat tinggal Ririn Dwi Ariyanti dan Aldi Bragi ini memiliki cat serba putih.,2020-11-18T21:00:00+07:00,7 Potret Rumah Artis Ririn Dwi Ariyanti dan Aldi Bragi yang Bernuansa Cerah,bulan-ini
JAWA TENGAH - DIY,https://www.liputan6.com/regional/read/4391551/mobil-tabrak-bangunan-kantor-perawat-hingga-jebol-di-blora,13.0,"Kecelakaan tunggal terjadi di jalan raya Blora-Ngawen tepatnya di Dukuh Sembung, Desa Adirejo, Kecamatan Tunjungan, Kabupaten Blora.",2020-10-26T06:27:16+07:00,Mobil Tabrak Bangunan Kantor Perawat hingga Jebol di Blora,bulan-ini
SHOWBIZ,https://www.liputan6.com/showbiz/read/4398786/potret-baskara-mahendra-suami-sherina-munaf-sempat-jadi-pegawai-kantoran-sebelum-aktor-film,13.0,Sherina Munaf menikah dengan Baskara Mahendra pada Selasa (3/11/2020) pagi,2020-11-03T16:00:21+07:00,"Potret Baskara Mahendra Suami Sherina Munaf, Sempat Jadi Pegawai Kantoran Sebelum Aktor Fi...",bulan-ini
HOT,https://hot.liputan6.com/read/4405045/harga-toyota-yaris-terbaru-semua-tipe-paling-lengkap-dengan-spesifikasi,13.0,Simak ulasan mengenai spesifikasi dan harga Toyota Yaris terbaru berikut ini.,2020-11-10T20:00:05+07:00,Harga Toyota Yaris Terbaru Semua Tipe Paling Lengkap dengan Spesifikasi,bulan-ini
PERISTIWA,https://www.liputan6.com/news/read/4404519/jokowi-tetapkan-6-tokoh-ini-jadi-pahlawan-nasional,13.0,Jokowi memberikan gelar pahlawan nasional kepada enam tokoh yang dianggap berjasa bagi bangsa dan negara semasa hidupnya.,2020-11-10T10:43:56+07:00,Jokowi Tetapkan 6 Tokoh Ini Jadi Pahlawan Nasional,bulan-ini
JAWA TENGAH - DIY,https://www.liputan6.com/regional/read/4412535/sosok-sosok-mistis-penunggu-gunung-merapi,13.0,"Gunung Merapi merupakan salah gunung berapi yang paling aktif di Indonesia. Gunung yang berlokasi di Yogyakarta dan Jawa Tengah itu masih sering erupsi, seperti yang terjadi belakangan ini.",2020-11-19T14:30:45+07:00,Sosok-Sosok Mistis Penunggu Gunung Merapi,bulan-ini
HOT,https://hot.liputan6.com/read/4403520/16-makanan-penyebab-asam-urat-tinggi-segera-hindari,13.0,Makanan penyebab asam urat tinggi mengandung purin dan alkohol.,2020-11-09T10:55:00+07:00,"16 Makanan Penyebab Asam Urat Tinggi, Segera Hindari",bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4408831/kocak-gempita-menyangka-wijin-adalah-pacar-ibunya-gisel,13.0,Gisel tak beri tahu Gempita soal status hubungan dengan Wijin sebenarnya.,2020-11-15T15:00:00+07:00,"Kocak, Gempita Menyangka Wijin adalah Pacar Ibunya Gisel",bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4408831/kocak-gempita-menyangka-wijin-adalah-pacar-ibunya-gisel,14.0,Gisel tak beri tahu Gempita soal status hubungan dengan Wijin sebenarnya.,2020-11-15T15:00:00+07:00,"Kocak, Gempita Menyangka Wijin adalah Pacar Ibunya Gisel",bulan-ini
HOT,https://hot.liputan6.com/read/4403520/16-makanan-penyebab-asam-urat-tinggi-segera-hindari,14.0,Makanan penyebab asam urat tinggi mengandung purin dan alkohol.,2020-11-09T10:55:00+07:00,"16 Makanan Penyebab Asam Urat Tinggi, Segera Hindari",bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4409793/youtube-nya-dilaporkan-13-ribu-orang-ade-londok-batal-rilis-lagu,14.0,Ade Londok tak menampik bahwa karya-karyanya sedikit tersendat lantaran tersandung masalah dengan Malih Tong Tong.,2020-11-16T20:40:00+07:00,"YouTube-nya Dilaporkan 13 Ribu Orang, Ade Londok Batal Rilis Lagu",bulan-ini
TEKNO,https://www.liputan6.com/tekno/read/4401412/video-facebook-dan-twitter-proaktif-jaga-gawang-lawan-misinformasi-pilpres-as,14.0,"Facebook dan Twitter memberi peringatan pada klaim kemenangan atau kecurangan pilpres, menandai proaktifnya perusahaan media sosial dalam meminta pengguna memverifikasi berita yang mereka terima lewat internet. Ini terjadi di saat semakin banyak warga AS mengandalk",2020-11-06T15:30:00+07:00,VIDEO: Facebook dan Twitter Proaktif 'Jaga Gawang' Lawan Misinformasi Pilpres AS,bulan-ini
HOT,https://hot.liputan6.com/read/4402949/8-kuliner-jogja-paling-populer-dan-wajib-dicoba-bikin-ketagihan,14.0,Kuliner Jogja ini terdiri dari berbagai makanan yang diolah dengan cara tradisional.,2020-11-08T13:00:00+07:00,"8 Kuliner Jogja Paling Populer dan Wajib Dicoba, Bikin Ketagihan",bulan-ini
HOT,https://hot.liputan6.com/read/4393055/6-penyebab-lambung-bocor-ketahui-tips-menjaga-kesehatannya,14.0,Penyebab lambung bocor yang paling sering terjadi adalah tukak lambung.,2020-10-27T15:00:35+07:00,"6 Penyebab Lambung Bocor, Ketahui Tips Menjaga Kesehatannya",bulan-ini
TEKNO,https://www.liputan6.com/tekno/read/4405578/video-inggris-ciptakan-drone-untuk-perangi-penyakit-malaria,14.0,Inggris menciptakan teknologi baru untuk mengatasi penyakit malaria yang merenggut nyawa sekitar 400 ribu jiwa setiap tahunnya. Mereka menggunakan drone yang dikendalikan oleh satelit yang dapat mendeteksi nyamuk berkembang biak.,2020-11-11T18:00:00+07:00,VIDEO: Inggris Ciptakan Drone untuk Perangi Penyakit Malaria,bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4409014/jantung-sule-berdebar-saat-lihat-nathalie-holscher-sebagai-pengantin,14.0,Nathalie Holscher resmi menyandang status sebagai istri Sule.,2020-11-15T18:30:00+07:00,Jantung Sule Berdebar Saat Lihat Nathalie Holscher Sebagai Pengantin,bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4391951/onadio-leonardo-beberkan-kondisi-rumah-tangganya-tiap-hari-berantem-gue-puyeng-tapi,14.0,Onadio Leonardo menikahi Beby Prisillia Gustiansyah tahun lalu dan dikaruniai seorang anak. Sejumlah romantika mewarnai rumah tangga mereka.,2020-10-26T16:30:00+07:00,"Onadio Leonardo Beberkan Kondisi Rumah Tangganya: Tiap Hari Berantem, Gue Puyeng, Tapi...",bulan-ini
JAWA BARAT,https://www.liputan6.com/regional/read/4390676/kondisi-terkini-pandemi-covid-19-di-kota-cirebon,14.0,Kota Cirebon masuk dalam salah satu daerah di Jabar yang bertahan pada zona merah Pemprov Jabar dengan jumlah kasus positif yang fluktuatif,2020-10-25T03:00:08+07:00,Kondisi Terkini Pandemi Covid-19 di Kota Cirebon,bulan-ini
SEKS,https://www.liputan6.com/health/read/4406771/romantis-cek-6-posisi-seks-terbaik-di-musim-hujan,14.0,"Memasuki musim hujan, suhu di luar selimut bisa cukup dingin. Meskipun kini sudah modern, dengan adanya penghangat ruangan, Anda mungkin akan mengalami saat-saat libido Anda memuncak, namun cuaca tidak mendukung.",2020-11-12T22:00:51+07:00,"Romantis, Cek 6 Posisi Seks Terbaik di Musim Hujan",bulan-ini
LIGA INGGRIS,https://www.liputan6.com/bola/read/4412230/kagumi-performanya-di-liga-inggris-mu-pertimbangkan-jadi-calon-pengganti-solskjaer,14.0,"MU tampil kurang memuaskan di Liga Inggris 2020-2021. Dari tujuh laga yang dilakoni, Setan Merah baru mendapat 10 poin",2020-11-19T09:30:30+07:00,"Kagumi Performanya di Liga Inggris, MU Pertimbangkan Jadi Calon Pengganti Solskjaer",bulan-ini
UNIK,https://www.liputan6.com/global/read/4402522/foto-foto-penggila-tato-pasang-implan-dan-taring-besar-agar-mirip-orc,14.0,Seorang pria dengan dipenuhi tato melakukan modifikasi tubuh hingga ia identik dengan makhluk mitologi Orc.,2020-11-07T21:00:02+07:00,"Foto-foto Penggila Tato, Pasang Implan dan Taring Besar Agar Mirip Orc",bulan-ini
PERISTIWA,https://www.liputan6.com/news/read/4391304/gempa-m-59-guncang-pangandaran-terasa-kuat-hingga-cilacap,14.0,"Hingga berita ini ditulis, belum ada laporan terkait dampak dari gempa tersebut.",2020-10-25T08:06:04+07:00,"Gempa M 5,9 Guncang Pangandaran, Terasa Kuat hingga Cilacap ",bulan-ini
INTERNASIONAL,https://www.liputan6.com/global/read/4403192/menang-pemilu-as-joe-biden-janji-cabut-larangan-7-negara-mayoritas-muslim-masuk-amerika,14.0,"Pada hari pertama masa kepresidenannya, presiden terpilih Joe Biden bermaksud untuk mencabut larangan pelancong dari 13 negara mayoritas muslim untuk memasuki AS.",2020-11-08T19:00:01+07:00,"Menang Pemilu AS, Joe Biden Janji Cabut Larangan 7 Negara Mayoritas Muslim Masuk Amerika",bulan-ini
SHOWBIZ,https://www.liputan6.com/showbiz/read/4413797/live-streaming-indosiar-konser-pop-academy-top-15-group-3-jumat-20-november-2020,14.0,Pop Academy Top 15 Group 3 tayang Jumat (20/11/2020) pukul 21.00 WIB.,2020-11-20T20:50:32+07:00,"Live Streaming Indosiar Konser Pop Academy Top 15 Group 3, Jumat 20 November 2020",bulan-ini
SHOWBIZ,https://www.liputan6.com/showbiz/read/4391444/video-2ne1-minzy-dirikan-mz-entertainment,14.0,2NE1 Minzy mendirikan manajemen agensinya sendiri bernama MZ Entertainment. Minzy juga akan mengembangkan karir solonya dibawah agensi tersebut. MZ berasal dari kata Millenium Z.,2020-10-25T16:00:00+07:00,VIDEO: 2NE1 Minzy Dirikan MZ Entertainment,bulan-ini
NEWS,https://www.liputan6.com/news/read/4395115/foto-libur-panjang-lalu-lintas-menuju-puncak-macet,14.0,"Libur panjang dimanfaatkan warga Ibu Kota untuk mengisi liburan yang menyebabkan kemacetan menuju kawasan Puncak dan sekitarnya di pintu keluar Tol Gadog, Ciawi, Bogor.",2020-10-29T16:30:16+07:00,"FOTO: Libur Panjang, Lalu Lintas Menuju Puncak Macet",bulan-ini
SHOWBIZ,https://www.liputan6.com/showbiz/read/4404660/video-nicholas-saputra-unggah-foto-wanita-di-instagram-warganet-heboh,14.0,Nicholas Saputra mengunggah sebuah foto wanita di akun instagram pribadinya. Wanita itu adalah Caitlin North Lewis.,2020-11-10T19:00:49+07:00,"VIDEO: Nicholas Saputra Unggah Foto Wanita di Instagram, Warganet Heboh",bulan-ini
PERISTIWA,https://www.liputan6.com/news/read/4402155/kominfo-imbau-masyarakat-dukung-pemilihan-serentak-2020-di-tengah-pandemi-covid-19,14.0,Kementerian Komunikasi dan Informatika menghimbau agar masyarakat menyambut dengan positif persiapan Pemilihan Serentak 2020.,2020-11-07T08:00:00+07:00,Kominfo Imbau Masyarakat Dukung Pemilihan Serentak 2020 di Tengah Pandemi Covid-19,bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4402236/gisel-jadi-trending-topic-twitter-ada-video-panas-dikaitkan-dengan-dirinya,15.0,Ini bukan pertama kalinya Gisella Anastasia dihadapkan dengan video panas yang dikait-kaitkan dengan dirinya.,2020-11-07T08:00:00+07:00,"Gisel Jadi Trending Topic Twitter, Ada Video Panas Dikaitkan dengan Dirinya",bulan-ini
HOT,https://hot.liputan6.com/read/4408868/60-kata-mutiara-islam-tentang-kehidupan-dunia-jadikan-panutan,15.0,Kata mutiara Islam tentang kehidupan dunia dapat dijadikan motivasi dan inspirasi.,2020-11-15T16:00:18+07:00,"60 Kata Mutiara Islam Tentang Kehidupan Dunia, Jadikan Panutan",bulan-ini
SELEBRITIS,https://www.liputan6.com/showbiz/read/4410847/oki-setiana-dewi-sudah-alami-kesulitan-saat-awal-kehamilan-anak-ke-4,15.0,"Oki Setiana Dewi, belum bisa bertemu dengan bayi keempatnya.",2020-11-18T11:30:12+07:00,Oki Setiana Dewi Sudah Alami Kesulitan Saat Awal Kehamilan Anak Ke-4,bulan-ini
TEKNO,https://www.liputan6.com/tekno/read/4406349/video-video-youtube-tidak-bisa-diputar-ada-apa,15.0,Kamis (12/11) pagi sejumlah pengguna platform YouTube mengalami kendala. Mereka mengeluhkan tidak bisa memutar video di layanan tersebut. Apa penyebabnya?,2020-11-12T08:39:12+07:00,"VIDEO: Video YouTube Tidak Bisa Diputar, Ada Apa?",bulan-ini
BLINK-BLINK,https://www.liputan6.com/showbiz/read/4396869/sean-connery-meninggal-wariskan-6-film-terbaik-ini-kepada-dunia,15.0,"Oktober 2020 ditutup dengan kabar duka. Aktor Sean Connery meninggal dunia. Kepada dunia, ia mewariskan 6 film level wahid. Apa saja?",2020-11-01T12:00:00+07:00,"Sean Connery Meninggal, Wariskan 6 Film Terbaik Ini Kepada Dunia",bulan-ini
PERISTIWA,https://www.liputan6.com/news/read/4395508/kpu-siapkan-rekapitulasi-elektronik-menkominfo-jamin-kualitas-jaringan-internet,15.0,Upaya Komisi Pemilihan Umum (KPU) dalam mempersiapkan rekapitulasi berbasis elektronik mendapat dukungan penuh dari Menkominfo Johnny G. Plate.,2020-10-30T10:00:11+07:00,"KPU Siapkan Rekapitulasi Elektronik, Menkominfo Jamin Kualitas Jaringan Internet",bulan-ini
POLITIK,https://www.liputan6.com/news/read/4410955/cak-imin-sebut-indonesia-bisa-bertahan-covid-19-karena-solidaritas,15.0,"Muhaimin Iskandar atau Cak Imin, mengatakan, Indonesia bisa bertahan di tengah Covid-19 karena punya kekuatan, yakni solidaritas.",2020-11-17T20:05:45+07:00,Cak Imin Sebut Indonesia Bisa Bertahan Covid-19 karena Solidaritas,bulan-ini
NARSIS,https://www.liputan6.com/otomotif/read/4402527/video-gisel-menyanyi-di-dalam-mobil-mewah,15.0,Gisel rupanya memiliki selera yang cukup tinggi di dunia otomotif. Hal tersebut bisa terlihat dari unggahan akun Instagram @gisel_la pada Maret 2019 silam.,2020-11-07T15:47:22+07:00,Video Gisel Menyanyi di Dalam Mobil Mewah,bulan-ini
PERISTIWA,https://www.liputan6.com/news/read/4405567/4-perkembangan-terkini-kasus-video-syur-mirip-gisel,15.0,"Belakangan Gisel menyatakan, bahwa wanita yang ada di video tersebut bukanlah dirinya, melainkan hanya mirip.",2020-11-11T12:30:59+07:00,4 Perkembangan Terkini Kasus Video Syur Mirip Gisel,bulan-ini
SULAWESI,https://www.liputan6.com/regional/read/4406903/warga-percaya-buaya-yang-ditemukan-di-sungai-tallo-makassar-adalah-keturunan-manusia,15.0,Buaya itu kini telah mati.,2020-11-12T18:00:00+07:00,Warga Percaya Buaya yang Ditemukan di Sungai Tallo Makassar adalah Keturunan Manusia,bulan-ini
