category,link,page,summary,timestamp,title,type
EKONOMI,https://www.liputan6.com/bisnis/read/4414846/menko-airlangga-rpp-perizinan-berusaha-berbasis-risiko-hampir-rampung,9.0,"Menko Airlangga Hartarto mengatakan, penyusunan draf RPP dan RPerpres sebagai peraturan pelaksanaan UU Cipta Kerja saat ini telah hampir rampung.",2020-11-22T16:30:35+07:00,Menko Airlangga: RPP Perizinan Berusaha Berbasis Risiko Hampir Rampung,hari-ini
SPORTS,https://www.liputan6.com/bola/read/4414818/link-live-streaming-motogp-portugal-2020-berebut-jadi-runner-up,9.0,MotoGP Portugal 2020 rencananya akan dimulai pada pukul 21.00 WIB.,2020-11-22T16:30:18+07:00,Link Live Streaming MotoGP Portugal 2020: Berebut Jadi Runner-up,hari-ini
NEWS,https://www.liputan6.com/news/read/4414850/foto-mural-di-kampung-batik-cibuluh,9.0,egiatan seni mural yang melibatkan puluhan seniman mural se-Jabodetabek di kampung batik ini bertujuan diantaranya pengembangan kampung batik sebagai destinasi wisata dengan seni mural.,2020-11-22T16:30:00+07:00,FOTO: Mural di Kampung Batik Cibuluh,hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4414832/22-november-2020-ada-35989-spesimen-yang-diperiksa-4360-positif-covid-19,10.0,"Hingga hari ini, Minggu, 22 November 2020, ada 497.668 kasus positif terkonfirmasi di Indonesia dengan penambahan 4.360 kasus baru COVID-19.",2020-11-22T15:31:37+07:00,"22 November 2020: Ada 35.989 Spesimen yang Diperiksa, 4.360 Positif COVID-19",hari-ini
KALIMANTAN,https://www.liputan6.com/regional/read/4414568/kisah-3-hari-perjalanan-menerabas-hutan-demi-kembalikan-orangutan-ke-habitatnya,10.0,"Di alam bebas, bayi orangutan akan tinggal bersama induknya sampai usia 7-8 tahun untuk belajar dari induknya bagimana bertahan hidup di alam sebagai orangutan",2020-11-22T15:00:56+07:00,Kisah 3 Hari Perjalanan Menerabas Hutan Demi Kembalikan Orangutan ke Habitatnya,hari-ini
TECH NEWS,https://www.liputan6.com/tekno/read/4414739/cetak-rekor-gim-lawas-super-mario-bros-3-terjual-seharga-rp-22-miliar,10.0,Gim NES Super Mario Bros 3 yang meluncur dipasaran pada 1990 itu terjual dengan harga yang fantastis dan mematahkan rekor sebelumnya.,2020-11-22T15:00:55+07:00,"Cetak Rekor, Gim Lawas Super Mario Bros 3 Terjual Seharga Rp 2,2 Miliar",hari-ini
PERISTIWA,https://www.liputan6.com/news/read/4414783/satgas-covid-19-angka-kesembuhan-di-indonesia-839-persen,10.0,"Doni Monardo, mengatakan, angka kesembuhan Covid-19 di Indonesia sudah jauh melampaui angka kesembuhan dunia, yakni menembus 83,9%.",2020-11-22T14:38:12+07:00,"Satgas Covid-19: Angka Kesembuhan di Indonesia 83,9 Persen",hari-ini
OTO NEWS,https://www.liputan6.com/otomotif/read/4414653/maverick-vinales-tidak-mungkin-bidik-kemenangan-di-motogp-dengan-yamaha,10.0,Maverick Vinales mengakui kecepatannya di MogoGP tidak membaik pada hari Sabtu di Portugal. Sulit baginya menjuarai balapan ini.,2020-11-22T14:11:11+07:00,Maverick Vinales: Tidak Mungkin Bidik Kemenangan di MotoGP dengan Yamaha,hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4413196/cerita-nakes-tangani-pasien-covid-19-sejak-awal-pandemi,10.0,"Ratusan ribu pasien COVID-19 berguguran, termasuk dari pihak tenaga kesehatan. Awal-awal COVID-19, aturan protokol kesehatan begitu ketat. Namun, belakangan ini seakan banyak orang yang mengabaikan protokol kesehatan.",2020-11-22T14:00:00+07:00,Cerita Nakes Tangani Pasien COVID-19 sejak Awal Pandemi,hari-ini
PERISTIWA,https://www.liputan6.com/news/read/4414747/potensi-cuaca-ekstrem-bnpb-minta-daerah-antisipasi-banjir-bandang,10.0,"Raditya Jati mengimbau masyarakat mewaspadai potensi cuaca ekstrem yang berdampak membawa bencana, salah satunya banjir bandang.",2020-11-22T13:49:07+07:00,"Potensi Cuaca Ekstrem, BNPB Minta Daerah Antisipasi Banjir Bandang",hari-ini
NASIONAL,https://www.liputan6.com/news/read/4414809/jadi-sarana-promosi-pariwisata-kemenparekraf-dukung-batam-flower-festival-2020,10.0,"Event yang akan memamerkan banyak jenis tamanan itu akan dibuka pada Senin 23 November 2020 besok di Dataran Engku Hamidah, Batam Centre.",2020-11-22T12:47:03+07:00,"Jadi Sarana Promosi Pariwisata, Kemenparekraf Dukung Batam Flower Festival 2020",hari-ini
SUMATERA,https://www.liputan6.com/regional/read/4414731/wujudkan-medan-cantik-akhyar-salman-akan-sulap-sudut-kota-menjadi-taman,10.0,"Pasangan Calon (Paslon) Wali Kota dan Wakil Wali Kota Medan nomor urut 1. Akhyar Nasution-Salman Alfarisi mengusung slogan Medan Cantik. Dalam mewujudkan slogan yang diusung pada Pilkada Medan, setiap sudut di kota akan dijadikan taman.",2020-11-22T12:45:56+07:00,"Wujudkan Medan Cantik, Akhyar-Salman Akan Sulap Sudut Kota Menjadi Taman",hari-ini
SUMATERA,https://www.liputan6.com/regional/read/4414576/mantan-petinggi-fpi-ditangkap-polisi-di-aceh-ada-apa,10.0,Direktorat Reserse Kriminal Khusus Polda Aceh menangkap dan menahan seorang mantan petinggi organisasi kemasyarakatan (ormas) Front Pembela Islam atau FPI,2020-11-22T12:00:09+07:00,"Mantan Petinggi FPI Ditangkap Polisi di Aceh, Ada Apa?",hari-ini
PERISTIWA,https://www.liputan6.com/news/read/4414699/waspada-hujan-lebat-disertai-petir-diprediksi-terjadi-di-dki-dalam-seminggu-ke-depan,10.0,"Masyarakat diimbau agar tetap waspada dan berhati-hati terhadap potensi cuaca ekstrem seperti puting beliung, hujan lebat disertai kilat/petir, hujan es.",2020-11-22T11:36:51+07:00,"Waspada, Hujan Lebat Disertai Petir Diprediksi Terjadi di DKI dalam Seminggu ke Depan",hari-ini
PERISTIWA,https://www.liputan6.com/news/read/4414707/dialog-dengan-santri-syarief-hasan-tugas-pertama-adalah-menuntut-ilmu-dunia-dan-ilmu-akhirat,10.0,"Hal tersebut disampaikannya di hadapan ratusan santriwan dan santriwati Ponpes Al-Uzlah Cianjur, peserta acara Temu Tokoh Nasional bersama Wakil Ketua MPR Syarief Hasan di aula Ponpes Al-Uzlah, desa Ciherang, Kabupaten Cianjur, Jawa Barat, Sabtu (21/11).",2020-11-22T11:35:06+07:00,"Dialog Dengan Santri, Syarief Hasan: Tugas Pertama adalah Menuntut Ilmu Dunia dan Ilmu Akh...",hari-ini
HOT,https://hot.liputan6.com/read/4414689/10-potret-pernikahan-denny-sumargo-dan-olivia-allan-berkonsep-outdoor,10.0,Denny Sumargo resmi melepas status lajangnya pada Sabtu (21/11/2020) di Bandung.,2020-11-22T11:15:36+07:00,"10 Potret Pernikahan Denny Sumargo dan Olivia Allan, Berkonsep Outdoor",hari-ini
HOT,https://hot.liputan6.com/read/4414660/6-momen-kebersamaan-sultan-djorghi-dan-anak-sambungnya-penuh-kehangatan,10.0,"Sultan Djorghi dan anak sambugnya, Rafa cukup sering habiskan waktu bersama.",2020-11-22T11:00:39+07:00,"6 Momen Kebersamaan Sultan Djorghi dan Anak Sambungnya, Penuh Kehangatan",hari-ini
PERISTIWA,https://www.liputan6.com/news/read/4414701/kunjungi-venue-sumut-sport-center-menpora-sebut-pembangunan-disiapkan-untuk-olimpiade-2032,10.0,Hal itu sesuai arahan Presiden Jokowi kepada Kemenpora dan NOC Indonesia agar mempersiapkan Indonesia mengikuti bidding tuan rumah Olimpiade 2032 mendatang.,2020-11-22T10:31:23+07:00,"Kunjungi Venue Sumut Sport Center, Menpora Sebut Pembangunan Disiapkan untuk Olimpiade 203...",hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4414662/negara-negara-g20-serukan-respons-dan-kesiapan-hadapi-pandemi,10.0,"Pemimpin Kerajaan Arab Saudi, Raja Salman bin Abdulaziz Al Saud mengatakan, pandemi COVID-19 telah menjadi ujian berat bagi sistem kesehatan global.",2020-11-22T10:16:00+07:00,Negara-Negara G20 Serukan Respons dan Kesiapan Hadapi Pandemi,hari-ini
GLOBAL,https://www.liputan6.com/global/read/4414626/video-detik-detik-bom-suar-israel-meledak-di-langit-lebanon,10.0,Bom suar milter Israel meledak dan bercahaya di langit Lebanon. Bom suar ini diluncurkan terkait aksi penyusupan ke wilayah Israel.,2020-11-22T08:36:44+07:00,VIDEO: Detik-Detik Bom Suar Israel Meledak di Langit Lebanon,hari-ini
PERISTIWA,https://www.liputan6.com/news/read/4414519/belajar-tatap-muka-di-kota-bogor-dibuka-bima-arya-siapkan-protokol,10.0,"Menurutnya, ada sejumlah persyaratan yang harus ditempuh pihak sekolah apabila ingin melakukan belajar tatap muka.",2020-11-22T04:33:15+07:00,"Belajar Tatap Muka di Kota Bogor Dibuka, Bima Arya Siapkan Protokol",hari-ini
LIGA SPANYOL,https://www.liputan6.com/bola/read/4414442/sebentar-lagi-link-live-streaming-atletico-madrid-vs-barcelona-di-vidio,10.0,Atletico Madrid dan Barcelona pastinya mematok tiga poin demi menjaga persaingan di tabel klasemen Liga Spanyol.,2020-11-22T02:30:49+07:00,"Sebentar Lagi, Link Live Streaming Atletico Madrid vs Barcelona di Vidio",hari-ini
POLITIK,https://www.liputan6.com/news/read/4414500/ketua-dpr-minta-pemuda-muhammadiyah-siapkan-masa-depan-indonesia,10.0,Puan Maharani mengatakan kaderisasi generasi muda Muhammadiyah harus terus dilakukan untuk mempersiapkan masa depan Indonesia.,2020-11-22T01:17:25+07:00,Ketua DPR Minta Pemuda Muhammadiyah Siapkan Masa Depan Indonesia,hari-ini
SURABAYA,https://surabaya.liputan6.com/read/4414271/video-jasad-bayi-ditemukan-tewas-dalam-kondisi-terbakar-di-tepi-sungai,11.0,"Sesosok jasad bayi perempuan ditemukan dalam kondisi penuh luka bakar di pinggir sungai Desa Sebanen, Jember, Jawa Timur.",2020-11-21T23:00:31+07:00,VIDEO: Jasad Bayi Ditemukan Tewas Dalam Kondisi Terbakar di Tepi Sungai,hari-ini
PERISTIWA,https://www.liputan6.com/news/read/4414747/potensi-cuaca-ekstrem-bnpb-minta-daerah-antisipasi-banjir-bandang,11.0,"Raditya Jati mengimbau masyarakat mewaspadai potensi cuaca ekstrem yang berdampak membawa bencana, salah satunya banjir bandang.",2020-11-22T13:49:07+07:00,"Potensi Cuaca Ekstrem, BNPB Minta Daerah Antisipasi Banjir Bandang",hari-ini
PERISTIWA,https://www.liputan6.com/news/read/4414901/imigrasi-kembali-buka-pelayanan-visa-bagi-negara-calling-visa-23-november-2020,11.0,Alasan dibukanya kembali pelayanan calling visa karena banyaknya tenaga ahli dan investor yang berasal dari negara-negara calling visa.,2020-11-22T17:30:49+07:00,Imigrasi Kembali Buka Pelayanan Visa Bagi Negara Calling Visa 23 November 2020,hari-ini
SURABAYA,https://surabaya.liputan6.com/read/4414940/pasien-sembuh-dari-covid-19-tambah-301-orang-di-jawa-timur-pada-22-november-2020,11.0,Tambahan pasien meninggal karena COVID-19 bertambah 24 orang di Jawa Timur pada 22 November 2020.,2020-11-22T19:02:08+07:00,Pasien Sembuh dari COVID-19 Tambah 301 Orang di Jawa Timur pada 22 November 2020,hari-ini
BISNIS,https://www.liputan6.com/bisnis/read/4414825/tips-kelola-keuangan-di-tengah-resesi-cash-is-king,11.0,"Di tengah resesi, atur ulang prioritas keuangan hanya untuk kebutuhan mendesak.",2020-11-22T18:00:21+07:00,"Tips Kelola Keuangan di Tengah Resesi, Cash is King?",hari-ini
LIGA INGGRIS,https://www.liputan6.com/bola/read/4414847/mu-sudah-temukan-direktur-sepak-bola-baru-cukup-mengejutkan,11.0,MU sudah sejak lama membutuhkan kehadiran direktur sepak bola.,2020-11-22T18:30:54+07:00,"MU Sudah Temukan Direktur Sepak Bola Baru, Cukup Mengejutkan",hari-ini
HOT,https://hot.liputan6.com/read/4414660/6-momen-kebersamaan-sultan-djorghi-dan-anak-sambungnya-penuh-kehangatan,11.0,"Sultan Djorghi dan anak sambugnya, Rafa cukup sering habiskan waktu bersama.",2020-11-22T11:00:39+07:00,"6 Momen Kebersamaan Sultan Djorghi dan Anak Sambungnya, Penuh Kehangatan",hari-ini
LIGA SPANYOL,https://www.liputan6.com/bola/read/4414442/sebentar-lagi-link-live-streaming-atletico-madrid-vs-barcelona-di-vidio,11.0,Atletico Madrid dan Barcelona pastinya mematok tiga poin demi menjaga persaingan di tabel klasemen Liga Spanyol.,2020-11-22T02:30:49+07:00,"Sebentar Lagi, Link Live Streaming Atletico Madrid vs Barcelona di Vidio",hari-ini
DISABILITAS,https://www.liputan6.com/disabilitas/read/4414098/tuli-juga-bisa-datang-secara-mendadak-bukan-hanya-bawaan-lahir,11.0,"Tuli adalah salah satu ragam disabilitas yang berkaitan dengan pendengaran. Istilah tuli sudah tak asing di kalangan masyarakat, namun tidak demikian dengan istilah tuli mendadak.",2020-11-22T12:12:12+07:00,Tuli Juga Bisa Datang Secara Mendadak Bukan Hanya Bawaan Lahir,hari-ini
MEGAPOLITAN,https://www.liputan6.com/news/read/4414613/evaluasi-psbb-pemkab-bogor-batasi-peserta-acara-hanya-150-orang,11.0,"Menurutnya, perpanjangan kelima PSBB pra-AKB ini akan berakhir pada 25 November 2020.",2020-11-22T07:31:46+07:00,"Evaluasi PSBB, Pemkab Bogor Batasi Peserta Acara Hanya 150 Orang",hari-ini
PILKADA,https://www.liputan6.com/pilkada/read/4414728/2-kandidat-mengaku-siap-debat-perdana-pilkada-di-tangsel,11.0,"calon wali kota dan wakil wali kota di Tangerang Selatan pada Pilkada 2020, akan dilaksanakan oleh Komisi Pemilihan Umum (KPU) Kota Tangsel hari ini, Minggu (22/11/2020).",2020-11-22T13:05:49+07:00,2 Kandidat Mengaku Siap Debat Perdana Pilkada di Tangsel,hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4414778/biar-cepat-ditangani-satgas-imbau-masyarakat-tak-tolak-pelacak-kontak-covid-19,11.0,"Satgas COVID-19 mengatakan bahwa semakin cepat kasus COVID-19 diketahui, maka penularan lebih luas bisa dicegah",2020-11-22T16:00:32+07:00,"Biar Cepat Ditangani, Satgas Imbau Masyarakat Tak Tolak Pelacak Kontak COVID-19",hari-ini
ENERGI & TAMBANG,https://www.liputan6.com/bisnis/read/4414780/kontribusi-pertamina-untuk-penanganan-pandemi-covid-19-capai-rp-15-triliun,11.0,Pertamina tetap mensiagakan lebih dari 7.000 SPBU serta 10 ribu unit Mobil Tanki berikut awaknya bekerja untuk menyalurkan BBM ke seluruh pelosok negeri.,2020-11-22T16:00:41+07:00,"Kontribusi Pertamina untuk Penanganan Pandemi Covid-19 Capai Rp 1,5 Triliun",hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4414853/vaksinolog-vaksin-yang-dapat-izin-edar-pasti-aman,11.0,"Vaksinolog dr Dirga Sakti Rambe memaparkan bahwa sebelum mendapat izin edar, sebuah vaksin pasti melalui perjalanan panjang guna memastikan keamanan dan khasiatnya. Karenanya masyarakat diminta untuk tidak ragu mendapat suntikan vaksin COVID-19.",2020-11-22T16:02:34+07:00,Vaksinolog: Vaksin yang Dapat Izin Edar Pasti Aman,hari-ini
OTO NEWS,https://www.liputan6.com/otomotif/read/4414578/heboh-suzuki-ertiga-ditukar-dengan-seekor-burung-perkutut,11.0,"Bagi pecinta burung, terkadang harga tidak menjadi masalah. Terlebih, jika binatang itu berbulu indah atau bersuara merdu yang sering menang lomba. Pertukaran kali ini melibatkan burung perkutut dengan Suzuki Ertiga 2016.",2020-11-22T12:12:12+07:00,"Heboh, Suzuki Ertiga Ditukar dengan Seekor Burung Perkutut",hari-ini
HOT,https://hot.liputan6.com/read/4414844/6-gaya-pemotretan-aditya-zoni-dan-zoe-abbas-jackson-rayakan-monthversarry,11.0,"Pada 21 November 2020, Aditya Zoni dan Zoe Jackson rayakan anniversary 2 tahun 5 bulan.",2020-11-22T16:30:15+07:00,"6 Gaya Pemotretan Aditya Zoni dan Zoe Abbas Jackson, Rayakan Monthversarry",hari-ini
CITIZEN6,https://www.liputan6.com/citizen6/read/4414669/top-3-remaja-13-tahun-dipaksa-menikah-dengan-pria-48-tahun,11.0,"Artikel tentang remaja 13 tahun yang dipaksa menikah dengan pria 48 tahun menjadi yang terpopuler di kanal Citizen6, Liputan6.com.",2020-11-22T11:00:01+07:00,Top 3: Remaja 13 Tahun Dipaksa Menikah dengan Pria 48 Tahun,hari-ini
PILKADA,https://www.liputan6.com/pilkada/read/4414877/survei-smrc-pilkada-surabaya-eri-armudji-485-machfud-mujiaman-373,11.0,SMRC merilis hasil penelitiannya di Pilkada 2020 khususnya di Surabaya. Hasil survei memuat elektabilitas kedua pasangan.,2020-11-22T16:57:28+07:00,"Survei SMRC Pilkada Surabaya: Eri-Armudji 48,5%, Machfud-Mujiaman 37,3%",hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4411822/trik-dari-dokter-bedah-agar-kacamata-tidak-berkabut-saat-memakai-masker,11.0,"Jika Anda adalah pengguna kacamata, mungkin tahu betul betapa menyebalkannya ketika kacamata berkabut saat memakai masker. Nah, dokter memberi tahu triknya melalui postingan di twitter yang menjadi viral.",2020-11-22T17:00:00+07:00,Trik dari Dokter Bedah agar Kacamata Tidak Berkabut saat Memakai Masker,hari-ini
INTERNASIONAL,https://www.liputan6.com/global/read/4414294/covid-19-sebabkan-kelainan-aneh-di-otak-yang-belum-bisa-dijelaskan-ilmuwan,11.0,Pemindaian otak penderita COVID-19 menggunakan EEG menunjukkan adanya kelainan aneh yang belum bisa diidentifikasi oleh para ilmuwan.,2020-11-22T18:35:00+07:00,COVID-19 Sebabkan Kelainan Aneh di Otak yang Belum Bisa Dijelaskan Ilmuwan,hari-ini
INTERNASIONAL,https://www.liputan6.com/global/read/4414601/top-3-kemungkinan-vaksin-pfizer-dipakai-di-as-desember-2020-terpopuler,12.0,Vaksin Pfizer yang kemanjurannya telah mencapai 95 persen diperkirakan akan mulai dipakai di AS pada Desember 2020. Berita ini menjadi yang terpopuler di kanal Global Liputan6.com edisi Minggu 22 November 2020.,2020-11-22T06:19:56+07:00,Top 3: Kemungkinan Vaksin Pfizer Dipakai di AS Desember 2020 Terpopuler,hari-ini
PERISTIWA,https://www.liputan6.com/news/read/4414759/kapolri-terbitkan-telegram-netralitas-polisi-pada-pilkada-2020,12.0,"Menurut Kadiv Propam Polri Brigjen Fredy Sambo, pihaknya akan mengawasi dengan ketat ihwal perilaku anggota Polri dalam pilkada.",2020-11-22T13:31:16+07:00,Kapolri Terbitkan Telegram Netralitas Polisi pada Pilkada 2020,hari-ini
NARSIS,https://www.liputan6.com/otomotif/read/4413994/kumpulan-potret-rambu-lalu-lintas-ini-dijamin-bikin-tersenyum,12.0,"Pengguna kendaraan bermotor harus mematuhi rambu-rambu lalu lintas yang ada. Dengan mematuhi aturan yang ada, artinya menghargai pengguna jalan yang lain dan mengurangi risiko kecelakaan.",2020-11-22T06:00:47+07:00,Kumpulan Potret Rambu Lalu Lintas Ini Dijamin Bikin Tersenyum,hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4410767/sederet-manfaat-mandi-pakai-air-dingin-salah-satunya-bantu-lebih-fokus,12.0,Banyak manfaat yang ternyata didapat dari mandi memakai air dingin. Berikut faktanya,2020-11-22T06:00:00+07:00,"Sederet Manfaat Mandi Pakai Air Dingin, Salah Satunya Bantu Lebih Fokus",hari-ini
PERISTIWA,https://www.liputan6.com/news/read/4414769/doni-monardo-tak-ada-alasan-tolak-pelacakan-covid-19,12.0,"Doni Monardo meminta, masyarakat tidak menolak pemeriksaan Covid-19, baik melalui tes cepat maupun tes usap.",2020-11-22T13:58:31+07:00,Doni Monardo: Tak Ada Alasan Tolak Pelacakan Covid-19,hari-ini
INTERNASIONAL,https://www.liputan6.com/global/read/4414294/covid-19-sebabkan-kelainan-aneh-di-otak-yang-belum-bisa-dijelaskan-ilmuwan,12.0,Pemindaian otak penderita COVID-19 menggunakan EEG menunjukkan adanya kelainan aneh yang belum bisa diidentifikasi oleh para ilmuwan.,2020-11-22T18:35:00+07:00,COVID-19 Sebabkan Kelainan Aneh di Otak yang Belum Bisa Dijelaskan Ilmuwan,hari-ini
SURABAYA,https://surabaya.liputan6.com/read/4414542/22-november-2020-surabaya-hingga-lamongan-berpotensi-hujan,12.0,Suhu di Surabaya antara 25-34 derajat celsius dengan kecepatan angin 30 KM per jam.,2020-11-22T04:00:06+07:00,"22 November 2020, Surabaya hingga Lamongan Berpotensi Hujan",hari-ini
NEWS,https://www.liputan6.com/news/read/4414781/foto-petugas-gabungan-turunkan-baliho-habib-rizieq-di-bogor,12.0,"Petugas gabungan yang teridiri dari unsur Stpol PP, TNI, dan kepolisian menurunkan poster Habib Rizieq di sejumlah jalan protokol di kawasan Kota Bogor karena tidak memiliki ijin.",2020-11-22T14:15:00+07:00,FOTO: Petugas Gabungan Turunkan Baliho Habib Rizieq di Bogor,hari-ini
LIGA INGGRIS,https://www.liputan6.com/bola/read/4414489/sudah-dimulai-live-streaming-liga-inggris-mu-vs-wba,12.0,Live Streaming Liga Inggris MU vs WBA mulai 03.00 WIB.,2020-11-22T03:00:53+07:00,"Sudah Dimulai, Live Streaming Liga Inggris MU vs WBA",hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4414665/penelitian-antibiotik-baru-dari-komodo-untuk-perangi-bakteri-resisten-dinilai-masih-panjang,12.0,"Menurut WHO Indonesia, penelitian terhadap potensi antibiotik baru dari komodo tersebut masih membutuhkan proses yang panjang",2020-11-22T15:00:25+07:00,Penelitian Antibiotik Baru dari Komodo untuk Perangi Bakteri Resisten Dinilai Masih Panjan...,hari-ini
LIGA SPANYOL,https://www.liputan6.com/bola/read/4414446/sedang-berlangsung-dapatkan-link-live-streaming-atletico-madrid-vs-barcelona-di-vidio,12.0,Atletico Madrid dan Barcelona pastinya mematok tiga poin demi menjaga persaingan di tabel klasemen Liga Spanyol.,2020-11-22T03:00:05+07:00,"Sedang Berlangsung, Dapatkan Link Live Streaming Atletico Madrid vs Barcelona di Vidio",hari-ini
PILKADA,https://www.liputan6.com/pilkada/read/4414813/pilkada-2020-kapolri-larang-anggota-foto-bersama-calon-dan-selfie-2-jari,12.0,Kapolri menerbitkan Surat Telegram (STR) Nomor STR/800/XI/HUK.7.1./2020 tertanggal 20 November 2020 tentang Netralitas Anggota Polri dalam pelaksanaan Pilkada 2020.,2020-11-22T15:12:46+07:00,"Pilkada 2020, Kapolri Larang Anggota Foto Bersama Calon dan Selfie 2 Jari",hari-ini
LIGA SPANYOL,https://www.liputan6.com/bola/read/4414423/link-live-streaming-liga-spanyol-atletico-madrid-vs-barcelona-di-vidio-minggu-22-november-2020-pukul-0300-wib,12.0,"Big match Atletico Madrid vs Barcelona di La Liga Spanyol, Minggu (22/11/2020) pukul 03.00 WIB dapat disaksikan melalui platform streaming Vidio.",2020-11-22T01:45:00+07:00,"Link Live Streaming Liga Spanyol: Atletico Madrid vs Barcelona di Vidio, Minggu 22 Novembe...",hari-ini
SUMATERA,https://www.liputan6.com/regional/read/4414811/kebakaran-pagi-pagi-di-asrama-brimob-polda-sumut-hanguskan-belasan-rumah,12.0,"Si Jago Merah mengamuk. Belasan rumah yang berada di Asrama Brimob Polda Sumut, Jalan KH Wahid Hasyim, Kelurahan Babura, Kecamatan Medan Baru, Kota Medan, hangus terbakar. Peristiwa ini membuat warga sekitar heboh.",2020-11-22T15:15:39+07:00,Kebakaran Pagi-Pagi di Asrama Brimob Polda Sumut Hanguskan Belasan Rumah,hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4414823/4233-kasus-covid-19-dilaporkan-sembuh-per-22-november-2020,12.0,"Hari ini, DKI Jakarta melaporkan penambahan kasus sembuh dari COVID-19 tertinggi, diikuti Jawa Barat dan Jawa Tengah",2020-11-22T15:32:34+07:00,4.233 Kasus COVID-19 Dilaporkan Sembuh per 22 November 2020,hari-ini
SUMATERA,https://www.liputan6.com/regional/read/4414324/potret-perempuan-orang-rimba-berbagi-hasil-buruan,12.0,Anggota kelompok perempuan orang rimba di Jambi memiliki peran yang amat sentral.,2020-11-22T00:00:07+07:00,Potret Perempuan Orang Rimba Berbagi Hasil Buruan,hari-ini
LIGA INGGRIS,https://www.liputan6.com/bola/read/4414847/mu-sudah-temukan-direktur-sepak-bola-baru-cukup-mengejutkan,12.0,MU sudah sejak lama membutuhkan kehadiran direktur sepak bola.,2020-11-22T18:30:54+07:00,"MU Sudah Temukan Direktur Sepak Bola Baru, Cukup Mengejutkan",hari-ini
SURABAYA,https://surabaya.liputan6.com/read/4414491/pelanggar-protokol-kesehatan-di-jember-bakal-kena-sanksi-denda-rp-50-ribu,12.0,Pelaksana Tugas (Plt) Bupati Jember KH Abdul Muqit Arief mengkhawatirkan lonjakan kasus positif COVID-19 di Jember.,2020-11-21T23:00:30+07:00,Pelanggar Protokol Kesehatan di Jember Bakal Kena Sanksi Denda Rp 50 Ribu,hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4414778/biar-cepat-ditangani-satgas-imbau-masyarakat-tak-tolak-pelacak-kontak-covid-19,12.0,"Satgas COVID-19 mengatakan bahwa semakin cepat kasus COVID-19 diketahui, maka penularan lebih luas bisa dicegah",2020-11-22T16:00:32+07:00,"Biar Cepat Ditangani, Satgas Imbau Masyarakat Tak Tolak Pelacak Kontak COVID-19",hari-ini
BISNIS,https://www.liputan6.com/bisnis/read/4414886/peka-lihat-peluang-bisnis-perempuan-ini-jual-kombucha-di-tengah-pandemi-covid-19,12.0,"Dengan modal sekitar Rp 1 juta, Delphine Rachel memberanikan diri untuk memulai usaha Kombucha.",2020-11-22T18:30:28+07:00,"Peka Lihat Peluang Bisnis, Perempuan Ini Jual Kombucha di Tengah Pandemi Covid-19",hari-ini
ENERGI & TAMBANG,https://www.liputan6.com/bisnis/read/4414780/kontribusi-pertamina-untuk-penanganan-pandemi-covid-19-capai-rp-15-triliun,13.0,Pertamina tetap mensiagakan lebih dari 7.000 SPBU serta 10 ribu unit Mobil Tanki berikut awaknya bekerja untuk menyalurkan BBM ke seluruh pelosok negeri.,2020-11-22T16:00:41+07:00,"Kontribusi Pertamina untuk Penanganan Pandemi Covid-19 Capai Rp 1,5 Triliun",hari-ini
HEALTH INFO,https://www.liputan6.com/health/read/4414853/vaksinolog-vaksin-yang-dapat-izin-edar-pasti-aman,13.0,"Vaksinolog dr Dirga Sakti Rambe memaparkan bahwa sebelum mendapat izin edar, sebuah vaksin pasti melalui perjalanan panjang guna memastikan keamanan dan khasiatnya. Karenanya masyarakat diminta untuk tidak ragu mendapat suntikan vaksin COVID-19.",2020-11-22T16:02:34+07:00,Vaksinolog: Vaksin yang Dapat Izin Edar Pasti Aman,hari-ini
HOT,https://hot.liputan6.com/read/4414844/6-gaya-pemotretan-aditya-zoni-dan-zoe-abbas-jackson-rayakan-monthversarry,13.0,"Pada 21 November 2020, Aditya Zoni dan Zoe Jackson rayakan anniversary 2 tahun 5 bulan.",2020-11-22T16:30:15+07:00,"6 Gaya Pemotretan Aditya Zoni dan Zoe Abbas Jackson, Rayakan Monthversarry",hari-ini
PILKADA,https://www.liputan6.com/pilkada/read/4414877/survei-smrc-pilkada-surabaya-eri-armudji-485-machfud-mujiaman-373,13.0,SMRC merilis hasil penelitiannya di Pilkada 2020 khususnya di Surabaya. Hasil survei memuat elektabilitas kedua pasangan.,2020-11-22T16:57:28+07:00,"Survei SMRC Pilkada Surabaya: Eri-Armudji 48,5%, Machfud-Mujiaman 37,3%",hari-ini
